launcher,rocket,frame,seconds
134,11,125,5.166666666666667
134,12,131,5.416666666666667
134,13,137,5.666666666666667
134,14,143,5.916666666666667
134,15,149,6.166666666666667
134,16,155,6.416666666666667
134,17,161,6.666666666666667
134,18,167,6.916666666666667
134,19,173,7.166666666666667
134,20,179,7.416666666666667
134,21,185,7.666666666666667
134,22,191,7.916666666666667
134,23,197,8.166666666666666
134,24,203,8.416666666666666
135,1,66,2.7083333333333335
135,2,72,2.9583333333333335
135,3,78,3.2083333333333335
135,4,84,3.4583333333333335
135,5,90,3.7083333333333335
135,6,96,3.9583333333333335
135,7,102,4.208333333333333
135,8,108,4.458333333333333
135,9,114,4.708333333333333
135,10,120,4.958333333333333
135,11,126,5.208333333333333
135,12,132,5.458333333333333
135,13,138,5.708333333333333
135,14,144,5.958333333333333
135,15,150,6.208333333333333
135,16,156,6.458333333333333
135,17,162,6.708333333333333
135,18,168,6.958333333333333
135,19,174,7.208333333333333
135,20,180,7.458333333333333
135,21,186,7.708333333333333
135,22,192,7.958333333333333
135,23,198,8.208333333333334
135,24,204,8.458333333333334
136,1,66,2.7083333333333335
136,2,72,2.9583333333333335
136,3,78,3.2083333333333335
136,4,84,3.4583333333333335
136,5,90,3.7083333333333335
136,6,96,3.9583333333333335
136,7,102,4.208333333333333
136,8,108,4.458333333333333
136,9,114,4.708333333333333
136,10,120,4.958333333333333
136,11,126,5.208333333333333
136,12,132,5.458333333333333
136,13,138,5.708333333333333
136,14,144,5.958333333333333
136,15,150,6.208333333333333
136,16,156,6.458333333333333
136,17,162,6.708333333333333
136,18,168,6.958333333333333
136,19,174,7.208333333333333
136,20,180,7.458333333333333
136,21,186,7.708333333333333
136,22,192,7.958333333333333
136,23,198,8.208333333333334
136,24,204,8.458333333333334
137,1,67,2.75
137,2,73,3.0
137,3,79,3.25
137,4,85,3.5
137,5,91,3.75
137,6,97,4.0
137,7,103,4.25
137,8,109,4.5
137,9,115,4.75
137,10,121,5.0
137,11,127,5.25
137,12,133,5.5
137,13,139,5.75
137,14,145,6.0
137,15,151,6.25
137,16,157,6.5
137,17,163,6.75
137,18,169,7.0
137,19,175,7.25
137,20,181,7.5
137,21,187,7.75
137,22,193,8.0
137,23,199,8.25
137,24,205,8.5
138,1,67,2.75
138,2,73,3.0
138,3,79,3.25
138,4,85,3.5
138,5,91,3.75
138,6,97,4.0
138,7,103,4.25
138,8,109,4.5
138,9,115,4.75
138,10,121,5.0
138,11,127,5.25
138,12,133,5.5
138,13,139,5.75
138,14,145,6.0
138,15,151,6.25
138,16,157,6.5
138,17,163,6.75
138,18,169,7.0
138,19,175,7.25
138,20,181,7.5
138,21,187,7.75
138,22,193,8.0
138,23,199,8.25
138,24,205,8.5
139,1,67,2.75
139,2,73,3.0
139,3,79,3.25
139,4,85,3.5
139,5,91,3.75
139,6,97,4.0
139,7,103,4.25
139,8,109,4.5
139,9,115,4.75
139,10,121,5.0
139,11,127,5.25
139,12,133,5.5
139,13,139,5.75
139,14,145,6.0
139,15,151,6.25
139,16,157,6.5
139,17,163,6.75
139,18,169,7.0
139,19,175,7.25
139,20,181,7.5
139,21,187,7.75
139,22,193,8.0
139,23,199,8.25
139,24,205,8.5
140,1,67,2.75
140,2,73,3.0
140,3,79,3.25
140,4,85,3.5
140,5,91,3.75
140,6,97,4.0
140,7,103,4.25
140,8,109,4.5
140,9,115,4.75
140,10,121,5.0
140,11,127,5.25
140,12,133,5.5
140,13,139,5.75
140,14,145,6.0
140,15,151,6.25
140,16,157,6.5
140,17,163,6.75
140,18,169,7.0
140,19,175,7.25
140,20,181,7.5
140,21,187,7.75
140,22,193,8.0
140,23,199,8.25
140,24,205,8.5
141,1,67,2.75
141,2,73,3.0
141,3,79,3.25
141,4,85,3.5
141,5,91,3.75
141,6,97,4.0
141,7,103,4.25
141,8,109,4.5
141,9,115,4.75
141,10,121,5.0
141,11,127,5.25
141,12,133,5.5
141,13,139,5.75
141,14,145,6.0
141,15,151,6.25
141,16,157,6.5
141,17,163,6.75
141,18,169,7.0
141,19,175,7.25
141,20,181,7.5
141,21,187,7.75
141,22,193,8.0
141,23,199,8.25
141,24,205,8.5
142,1,68,2.7916666666666665
142,2,74,3.0416666666666665
142,3,80,3.2916666666666665
142,4,86,3.5416666666666665
142,5,92,3.7916666666666665
142,6,98,4.041666666666667
142,7,104,4.291666666666667
142,8,110,4.541666666666667
142,9,116,4.791666666666667
142,10,122,5.041666666666667
142,11,128,5.291666666666667
142,12,134,5.541666666666667
142,13,140,5.791666666666667
142,14,146,6.041666666666667
142,15,152,6.291666666666667
142,16,158,6.541666666666667
142,17,164,6.791666666666667
142,18,170,7.041666666666667
142,19,176,7.291666666666667
142,20,182,7.541666666666667
142,21,188,7.791666666666667
142,22,194,8.041666666666666
142,23,200,8.291666666666666
142,24,206,8.541666666666666
143,1,68,2.7916666666666665
143,2,74,3.0416666666666665
143,3,80,3.2916666666666665
143,4,86,3.5416666666666665
143,5,92,3.7916666666666665
143,6,98,4.041666666666667
143,7,104,4.291666666666667
143,8,110,4.541666666666667
143,9,116,4.791666666666667
143,10,122,5.041666666666667
143,11,128,5.291666666666667
143,12,134,5.541666666666667
143,13,140,5.791666666666667
143,14,146,6.041666666666667
143,15,152,6.291666666666667
143,16,158,6.541666666666667
143,17,164,6.791666666666667
143,18,170,7.041666666666667
143,19,176,7.291666666666667
143,20,182,7.541666666666667
143,21,188,7.791666666666667
143,22,194,8.041666666666666
143,23,200,8.291666666666666
143,24,206,8.541666666666666
144,1,69,2.8333333333333335
144,2,75,3.0833333333333335
144,3,81,3.3333333333333335
144,4,87,3.5833333333333335
144,5,93,3.8333333333333335
144,6,99,4.083333333333333
144,7,105,4.333333333333333
144,8,111,4.583333333333333
144,9,117,4.833333333333333
144,10,123,5.083333333333333
144,11,129,5.333333333333333
144,12,135,5.583333333333333
144,13,141,5.833333333333333
144,14,147,6.083333333333333
144,15,153,6.333333333333333
144,16,159,6.583333333333333
144,17,165,6.833333333333333
144,18,171,7.083333333333333
144,19,177,7.333333333333333
144,20,183,7.583333333333333
144,21,189,7.833333333333333
144,22,195,8.083333333333334
144,23,201,8.333333333333334
144,24,207,8.583333333333334
